"Pokémon","Objeto","Habilidad","Teratipo","Mov1","Mov2","Mov3","Mov4","Torneo","Nombre","cluster"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Shadow Ball","Moonblast","Power Gem","regional-liverpool","Maurizio D'Andrea","Sun HardTR"
"Hatterene","Life Orb","Magic Bounce","Fire","Dazzling Gleam","Expanding Force","Protect","Trick Room","regional-liverpool","Maurizio D'Andrea","Sun HardTR"
"Iron Crown","Booster Energy","Quark Drive","Water","Expanding Force","Tachyon Cutter","Tera Blast","Protect","regional-liverpool","Maurizio D'Andrea","Sun HardTR"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Sucker Punch","Close Combat","Detect","regional-liverpool","Maurizio D'Andrea","Sun HardTR"
"Indeedee-F","Psychic Seed","Psychic Surge","Grass","Dazzling Gleam","Follow Me","Helping Hand","Trick Room","regional-liverpool","Maurizio D'Andrea","Sun HardTR"
"Torkoal","Charcoal","Drought","Fire","Eruption","Earth Power","Weather Ball","Protect","regional-liverpool","Maurizio D'Andrea","Sun HardTR"
"Lilligant-Hisui","Focus Sash","Chlorophyll","Ghost","After You","Sleep Powder","Close Combat","Solar Blade","regional-liverpool","Robert Wein","Sun HardTR"
"Torkoal","Charcoal","Drought","Fire","Eruption","Earth Power","Heat Wave","Protect","regional-liverpool","Robert Wein","Sun HardTR"
"Ursaluna","Flame Orb","Guts","Ghost","Facade","Headlong Rush","Earthquake","Protect","regional-liverpool","Robert Wein","Sun HardTR"
"Indeedee-F","Rocky Helmet","Psychic Surge","Grass","Follow Me","Trick Room","Helping Hand","Dazzling Gleam","regional-liverpool","Robert Wein","Sun HardTR"
"Urshifu","Choice Scarf","Unseen Fist","Stellar","Wicked Blow","Close Combat","U-turn","Tera Blast","regional-liverpool","Robert Wein","Sun HardTR"
"Hatterene","Life Orb","Magic Bounce","Fire","Expanding Force","Dazzling Gleam","Trick Room","Protect","regional-liverpool","Robert Wein","Sun HardTR"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","Thunderbolt","Thunderclap","Dragon Pulse","Weather Ball","regional-knoxville","Ryan Almeida","Sun HardTR"
"Armarouge","Power Herb","Flash Fire","Grass","Expanding Force","Armor Cannon","Meteor Beam","Trick Room","regional-knoxville","Ryan Almeida","Sun HardTR"
"Torkoal","Charcoal","Drought","Fire","Heat Wave","Eruption","Earth Power","Protect","regional-knoxville","Ryan Almeida","Sun HardTR"
"Lilligant-Hisui","Focus Sash","Chlorophyll","Ghost","After You","Sleep Powder","Solar Blade","Close Combat","regional-knoxville","Ryan Almeida","Sun HardTR"
"Kingambit","Dread Plate","Defiant","Fire","Kowtow Cleave","Sucker Punch","Protect","Swords Dance","regional-knoxville","Ryan Almeida","Sun HardTR"
"Indeedee-F","Psychic Seed","Psychic Surge","Fairy","Dazzling Gleam","Helping Hand","Follow Me","Trick Room","regional-knoxville","Ryan Almeida","Sun HardTR"
"Hatterene","Life Orb","Magic Bounce","Steel","Dazzling Gleam","Expanding Force","Protect","Trick Room","regional-melbourne","Trent Sayer","Sun HardTR"
"Indeedee-F","Rocky Helmet","Psychic Surge","Water","Dazzling Gleam","Follow Me","Helping Hand","Trick Room","regional-melbourne","Trent Sayer","Sun HardTR"
"Torkoal","Charcoal","Drought","Fire","Heat Wave","Eruption","Protect","Earth Power","regional-melbourne","Trent Sayer","Sun HardTR"
"Gallade","Scope Lens","Sharpness","Fire","Psycho Cut","Sacred Sword","Wide Guard","Trick Room","regional-melbourne","Trent Sayer","Sun HardTR"
"Annihilape","Choice Scarf","Defiant","Stellar","Close Combat","U-turn","Shadow Claw","Final Gambit","regional-melbourne","Trent Sayer","Sun HardTR"
"Lilligant-Hisui","Focus Sash","Chlorophyll","Grass","Close Combat","After You","Protect","Solar Blade","regional-melbourne","Trent Sayer","Sun HardTR"
"Hatterene","Life Orb","Magic Bounce","Steel","Dazzling Gleam","Expanding Force","Protect","Trick Room","Pokemon Day Week x Nino FF #84","edgard2188","Sun HardTR"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","Dazzling Gleam","Follow Me","Helping Hand","Trick Room","Pokemon Day Week x Nino FF #84","edgard2188","Sun HardTR"
"Torkoal","Charcoal","Drought","Fire","Heat Wave","Eruption","Protect","Earth Power","Pokemon Day Week x Nino FF #84","edgard2188","Sun HardTR"
"Annihilape","Choice Scarf","Defiant","Stellar","Close Combat","U-turn","Shadow Claw","Final Gambit","Pokemon Day Week x Nino FF #84","edgard2188","Sun HardTR"
"Gallade","Clear Amulet","Sharpness","Grass","Sacred Sword","Psycho Cut","Trick Room","Wide Guard","Pokemon Day Week x Nino FF #84","edgard2188","Sun HardTR"
"Armarouge","Power Herb","Flash Fire","Grass","Armor Cannon","Expanding Force","Meteor Beam","Trick Room","Pokemon Day Week x Nino FF #84","edgard2188","Sun HardTR"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fire","Dazzling Gleam","Helping Hand","Follow Me","Trick Room","Pokémon Day Week x ★PKWorlds★","hudi1604","Sun HardTR"
"Armarouge","Life Orb","Flash Fire","Fairy","Expanding Force","Armor Cannon","Protect","Trick Room","Pokémon Day Week x ★PKWorlds★","hudi1604","Sun HardTR"
"Torkoal","Choice Specs","Drought","Fire","Eruption","Earth Power","Weather Ball","Heat Wave","Pokémon Day Week x ★PKWorlds★","hudi1604","Sun HardTR"
"Gallade","Clear Amulet","Sharpness","Grass","Psycho Cut","Sacred Sword","Protect","Trick Room","Pokémon Day Week x ★PKWorlds★","hudi1604","Sun HardTR"
"Great Tusk","Focus Sash","Protosynthesis","Steel","Close Combat","Headlong Rush","Rock Slide","Protect","Pokémon Day Week x ★PKWorlds★","hudi1604","Sun HardTR"
"Ogerpon-Cornerstone","Cornerstone Mask","Sturdy","Rock","Ivy Cudgel","Wood Hammer","Follow Me","Spiky Shield","Pokémon Day Week x ★PKWorlds★","hudi1604","Sun HardTR"
"Farigiraf","Throat Spray","Armor Tail","Fairy","Helping Hand","Dazzling Gleam","Hyper Voice","Trick Room","Pokémon Day Week X Hoenn State Sky Cup","ibsan08","Sun HardTR"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","U-turn","Aqua Jet","Pokémon Day Week X Hoenn State Sky Cup","ibsan08","Sun HardTR"
"Ursaluna","Flame Orb","Guts","Fairy","Headlong Rush","Earthquake","Facade","Protect","Pokémon Day Week X Hoenn State Sky Cup","ibsan08","Sun HardTR"
"Oranguru","Safety Goggles","Inner Focus","Fire","Yawn","Trick Room","Foul Play","Instruct","Pokémon Day Week X Hoenn State Sky Cup","ibsan08","Sun HardTR"
"Torkoal","Choice Specs","Drought","Fire","Eruption","Flamethrower","Clear Smog","Solar Beam","Pokémon Day Week X Hoenn State Sky Cup","ibsan08","Sun HardTR"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","Ivy Cudgel","Follow Me","Spiky Shield","Wood Hammer","Pokémon Day Week X Hoenn State Sky Cup","ibsan08","Sun HardTR"
"Torkoal","Charcoal","Drought","Fire","Eruption","Heat Wave","Earth Power","Protect","regional-melbourne","Aaron Watt","Sun Offense"
"Walking Wake","Life Orb","Protosynthesis","Fire","Hydro Steam","Draco Meteor","Flamethrower","Protect","regional-melbourne","Aaron Watt","Sun Offense"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","Thunderbolt","Draco Meteor","Thunderclap","Snarl","regional-melbourne","Aaron Watt","Sun Offense"
"Farigiraf","Sitrus Berry","Armor Tail","Steel","Hyper Voice","Psychic","Trick Room","Helping Hand","regional-melbourne","Aaron Watt","Sun Offense"
"Lilligant-Hisui","Focus Sash","Chlorophyll","Ghost","Solar Blade","Close Combat","Sleep Powder","After You","regional-melbourne","Aaron Watt","Sun Offense"
"Glimmora","Power Herb","Toxic Debris","Grass","Meteor Beam","Sludge Bomb","Earth Power","Protect","regional-melbourne","Aaron Watt","Sun Offense"
"Ogerpon-Cornerstone","Cornerstone Mask","Sturdy","Rock","Ivy Cudgel","Power Whip","Follow Me","Spiky Shield","regional-liverpool","Daniel Daertni","Sun Offense"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","Hyper Voice","Earth Power","Blood Moon","Protect","regional-liverpool","Daniel Daertni","Sun Offense"
"Flutter Mane","Fairy Feather","Protosynthesis","Fairy","Moonblast","Dazzling Gleam","Trick Room","Protect","regional-liverpool","Daniel Daertni","Sun Offense"
"Entei","Choice Scarf","Inner Focus","Fire","Sacred Fire","Flare Blitz","Eruption","Stomping Tantrum","regional-liverpool","Daniel Daertni","Sun Offense"
"Farigiraf","Throat Spray","Armor Tail","Water","Hyper Voice","Helping Hand","Trick Room","Protect","regional-liverpool","Daniel Daertni","Sun Offense"
"Torkoal","Eject Pack","Drought","Fire","Eruption","Overheat","Helping Hand","Protect","regional-liverpool","Daniel Daertni","Sun Offense"
"Torkoal","Charcoal","Drought","Fire","Eruption","Heat Wave","Yawn","Protect","regional-liverpool","Hsuan-Chih Kuo","Sun Offense"
"Urshifu","Choice Scarf","Unseen Fist","Dark","Wicked Blow","Close Combat","Sucker Punch","U-turn","regional-liverpool","Hsuan-Chih Kuo","Sun Offense"
"Farigiraf","Safety Goggles","Armor Tail","Fairy","Psychic","Dazzling Gleam","Helping Hand","Trick Room","regional-liverpool","Hsuan-Chih Kuo","Sun Offense"
"Walking Wake","Assault Vest","Protosynthesis","Fire","Hydro Steam","Flamethrower","Draco Meteor","Snarl","regional-liverpool","Hsuan-Chih Kuo","Sun Offense"
"Ogerpon-Cornerstone","Cornerstone Mask","Sturdy","Rock","Ivy Cudgel","Power Whip","Follow Me","Spiky Shield","regional-liverpool","Hsuan-Chih Kuo","Sun Offense"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Dazzling Gleam","Icy Wind","Protect","regional-liverpool","Hsuan-Chih Kuo","Sun Offense"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","Spiky Shield","Ivy Cudgel","Horn Leech","Swords Dance","regional-charlotte","Jered Hunn","Sun Offense"
"Farigiraf","Rocky Helmet","Armor Tail","Fairy","Protect","Dazzling Gleam","Trick Room","Helping Hand","regional-charlotte","Jered Hunn","Sun Offense"
"Walking Wake","Life Orb","Protosynthesis","Fire","Protect","Hydro Steam","Draco Meteor","Flamethrower","regional-charlotte","Jered Hunn","Sun Offense"
"Raging Bolt","Magnet","Protosynthesis","Electric","Protect","Thunderclap","Thunderbolt","Draco Meteor","regional-charlotte","Jered Hunn","Sun Offense"
"Whimsicott","Focus Sash","Prankster","Ghost","Protect","Tailwind","Encore","Energy Ball","regional-charlotte","Jered Hunn","Sun Offense"
"Torkoal","Eject Pack","Drought","Fire","Protect","Overheat","Scorching Sands","Helping Hand","regional-charlotte","Jered Hunn","Sun Offense"
"Torkoal","Charcoal","Drought","Fire","Heat Wave","Eruption","Earth Power","Protect","regional-liverpool","Jonathan Marston","Sun Offense"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Moonblast","Shadow Ball","Power Gem","regional-liverpool","Jonathan Marston","Sun Offense"
"Ogerpon-Cornerstone","Cornerstone Mask","Sturdy","Rock","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-liverpool","Jonathan Marston","Sun Offense"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","Psychic","Hyper Voice","Helping Hand","Trick Room","regional-liverpool","Jonathan Marston","Sun Offense"
"Gouging Fire","Clear Amulet","Protosynthesis","Grass","Heat Crash","Breaking Swipe","Dragon Dance","Burning Bulwark","regional-liverpool","Jonathan Marston","Sun Offense"
"Iron Hands","Booster Energy","Quark Drive","Grass","Close Combat","Wild Charge","Ice Punch","Fake Out","regional-liverpool","Jonathan Marston","Sun Offense"
"Articuno-Galar","Life Orb","Competitive","Psychic","Expanding Force","Trick Room","Protect","Air Slash","special-utrecht","Mark Cotter","Sun Offense"
"Lilligant-Hisui","Focus Sash","Chlorophyll","Grass","Sleep Powder","Solar Blade","Close Combat","After You","special-utrecht","Mark Cotter","Sun Offense"
"Walking Wake","Choice Specs","Protosynthesis","Water","Draco Meteor","Hydro Steam","Flamethrower","Dragon Pulse","special-utrecht","Mark Cotter","Sun Offense"
"Indeedee-F","Psychic Seed","Psychic Surge","Dragon","Dazzling Gleam","Helping Hand","Trick Room","Follow Me","special-utrecht","Mark Cotter","Sun Offense"
"Iron Hands","Assault Vest","Quark Drive","Grass","Close Combat","Drain Punch","Wild Charge","Fake Out","special-utrecht","Mark Cotter","Sun Offense"
"Torkoal","Charcoal","Drought","Fire","Eruption","Protect","Earth Power","Yawn","special-utrecht","Mark Cotter","Sun Offense"
"Venusaur","Life Orb","Chlorophyll","Fire","Protect","Giga Drain","Sludge Bomb","Weather Ball","regional-dortmund","Michael Deuble","Sun Offense"
"Flutter Mane","Focus Sash","Protosynthesis","Stellar","Protect","Shadow Ball","Dazzling Gleam","Icy Wind","regional-dortmund","Michael Deuble","Sun Offense"
"Torkoal","Charcoal","Drought","Fire","Protect","Eruption","Heat Wave","Earth Power","regional-dortmund","Michael Deuble","Sun Offense"
"Iron Hands","Assault Vest","Quark Drive","Grass","Drain Punch","Wild Charge","Heavy Slam","Fake Out","regional-dortmund","Michael Deuble","Sun Offense"
"Farigiraf","Throat Spray","Armor Tail","Fairy","Psychic","Hyper Voice","Trick Room","Helping Hand","regional-dortmund","Michael Deuble","Sun Offense"
"Walking Wake","Choice Specs","Protosynthesis","Steel","Hydro Steam","Draco Meteor","Tera Blast","Flamethrower","regional-dortmund","Michael Deuble","Sun Offense"
"Flutter Mane","Fairy Feather","Protosynthesis","Fairy","Moonblast","Dazzling Gleam","Trick Room","Protect","regional-liverpool","Nils Dunlop","Sun Offense"
"Ogerpon-Cornerstone","Cornerstone Mask","Sturdy","Rock","Ivy Cudgel","Power Whip","Follow Me","Spiky Shield","regional-liverpool","Nils Dunlop","Sun Offense"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","Hyper Voice","Earth Power","Blood Moon","Protect","regional-liverpool","Nils Dunlop","Sun Offense"
"Farigiraf","Throat Spray","Armor Tail","Water","Hyper Voice","Helping Hand","Trick Room","Protect","regional-liverpool","Nils Dunlop","Sun Offense"
"Torkoal","Eject Pack","Drought","Fire","Eruption","Overheat","Helping Hand","Protect","regional-liverpool","Nils Dunlop","Sun Offense"
"Entei","Choice Scarf","Inner Focus","Fire","Sacred Fire","Flare Blitz","Eruption","Stomping Tantrum","regional-liverpool","Nils Dunlop","Sun Offense"
"Raging Bolt","Safety Goggles","Protosynthesis","Bug","Thunderclap","Draco Meteor","Volt Switch","Protect","regional-melbourne","Philippe Breig","Sun Offense"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","U-turn","Taunt","Follow Me","regional-melbourne","Philippe Breig","Sun Offense"
"Torkoal","Choice Specs","Drought","Fire","Eruption","Heat Wave","Clear Smog","Earth Power","regional-melbourne","Philippe Breig","Sun Offense"
"Great Tusk","Choice Scarf","Protosynthesis","Ground","Headlong Rush","Close Combat","Earthquake","Rock Slide","regional-melbourne","Philippe Breig","Sun Offense"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","Hyper Voice","Helping Hand","Trick Room","Protect","regional-melbourne","Philippe Breig","Sun Offense"
"Urshifu","Power Band","Unseen Fist","Dark","Wicked Blow","Close Combat","Sucker Punch","Detect","regional-melbourne","Philippe Breig","Sun Offense"
"Walking Wake","Life Orb","Protosynthesis","Fire","Draco Meteor","Hydro Steam","Weather Ball","Protect","Pokemon Day Week x VGC Kingdom 🔥","dimonutive","Sun Offense"
"Torkoal","Sitrus Berry","Drought","Fire","Eruption","Heat Wave","Earth Power","Protect","Pokemon Day Week x VGC Kingdom 🔥","dimonutive","Sun Offense"
"Lilligant-Hisui","Focus Sash","Chlorophyll","Ghost","Solar Blade","Close Combat","Sleep Powder","After You","Pokemon Day Week x VGC Kingdom 🔥","dimonutive","Sun Offense"
"Farigiraf","Safety Goggles","Armor Tail","Fairy","Psyshock","Tera Blast","Helping Hand","Trick Room","Pokemon Day Week x VGC Kingdom 🔥","dimonutive","Sun Offense"
"Kingambit","Assault Vest","Defiant","Fire","Kowtow Cleave","Sucker Punch","Iron Head","Low Kick","Pokemon Day Week x VGC Kingdom 🔥","dimonutive","Sun Offense"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Mystical Fire","Pokemon Day Week x VGC Kingdom 🔥","dimonutive","Sun Offense"
"Grimmsnarl","Light Clay","Prankster","Ghost","Spirit Break","Light Screen","Reflect","Parting Shot","Pokemon Day Week x Saturday Night Rumble #41","dragonairjordan","Sun Offense"
"Venusaur","Weakness Policy","Chlorophyll","Fire","Giga Drain","Sludge Bomb","Earth Power","Sleep Powder","Pokemon Day Week x Saturday Night Rumble #41","dragonairjordan","Sun Offense"
"Torkoal","Sitrus Berry","Drought","Fire","Burning Jealousy","Eruption","Protect","Helping Hand","Pokemon Day Week x Saturday Night Rumble #41","dragonairjordan","Sun Offense"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Weather Ball","Dragon Pulse","Electroweb","Pokemon Day Week x Saturday Night Rumble #41","dragonairjordan","Sun Offense"
"Walking Wake","Covert Cloak","Protosynthesis","Steel","Hydro Steam","Draco Meteor","Flip Turn","Protect","Pokemon Day Week x Saturday Night Rumble #41","dragonairjordan","Sun Offense"
"Incineroar","Safety Goggles","Intimidate","Ghost","Fake Out","Flare Blitz","Knock Off","Parting Shot","Pokemon Day Week x Saturday Night Rumble #41","dragonairjordan","Sun Offense"
"Grimmsnarl","Light Clay","Prankster","Ghost","Spirit Break","Light Screen","Reflect","Parting Shot","Pokémon Day Week X Hoenn State Sky Cup","fofer","Sun Offense"
"Venusaur","Weakness Policy","Chlorophyll","Fire","Giga Drain","Sludge Bomb","Earth Power","Sleep Powder","Pokémon Day Week X Hoenn State Sky Cup","fofer","Sun Offense"
"Walking Wake","Covert Cloak","Protosynthesis","Steel","Hydro Steam","Draco Meteor","Protect","Flip Turn","Pokémon Day Week X Hoenn State Sky Cup","fofer","Sun Offense"
"Torkoal","Sitrus Berry","Drought","Fire","Eruption","Burning Jealousy","Protect","Helping Hand","Pokémon Day Week X Hoenn State Sky Cup","fofer","Sun Offense"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Weather Ball","Dragon Pulse","Electroweb","Pokémon Day Week X Hoenn State Sky Cup","fofer","Sun Offense"
"Incineroar","Safety Goggles","Intimidate","Ghost","Fake Out","Flare Blitz","Knock Off","Parting Shot","Pokémon Day Week X Hoenn State Sky Cup","fofer","Sun Offense"
"Incineroar","Assault Vest","Intimidate","Grass","Fake Out","Knock Off","Flare Blitz","U-turn","Pokemon day week x VGC trainer school tour!","kuany","Sun Offense"
