Torneo,Tipo_Torneo,Nombre,Nacionalidad,0_Pokémon,0_Objeto,0_Habilidad,0_Teratipo,0_Mov1,0_Mov2,0_Mov3,0_Mov4,1_Pokémon,1_Objeto,1_Habilidad,1_Teratipo,1_Mov1,1_Mov2,1_Mov3,1_Mov4,2_Pokémon,2_Objeto,2_Habilidad,2_Teratipo,2_Mov1,2_Mov2,2_Mov3,2_Mov4,3_Pokémon,3_Objeto,3_Habilidad,3_Teratipo,3_Mov1,3_Mov2,3_Mov3,3_Mov4,4_Pokémon,4_Objeto,4_Habilidad,4_Teratipo,4_Mov1,4_Mov2,4_Mov3,4_Mov4,5_Pokémon,5_Objeto,5_Habilidad,5_Teratipo,5_Mov1,5_Mov2,5_Mov3,5_Mov4,Ronda_1,Resultado_1,Ronda_2,Resultado_2,Ronda_3,Resultado_3,Ronda_4,Resultado_4,Ronda_5,Resultado_5,Ronda_6,Resultado_6,Ronda_7,Resultado_7,Ronda_8,Resultado_8,Ronda_9,Resultado_9,Ronda_10,Resultado_10,Ronda_11,Resultado_11,Ronda_12,Resultado_12,Ronda_13,Resultado_13,Ronda_14,Resultado_14,Ronda_15,Resultado_15,Ronda_16,Resultado_16,Ronda_17,Resultado_17,Enfrentamientos,Equipo,Wins,Losses
special-utrecht,Oficial,Gabriele Cosma Gervasi,IT,Gholdengo,Kasib Berry,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Iron Hands, Assault Vest,Quark Drive,Water,Wild Charge,Drain Punch,Volt Switch,Fake Out,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Flare Blitz,Head Smash,Extreme Speed,Jost Malczewski ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/105,https://pokepast.es/a7414d03599f9851,0,1
special-utrecht,Oficial,Alberto Cano García,ES,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Incineroar, Sitrus Berry,Intimidate,Water,Fake Out,Knock Off,Flare Blitz,Parting Shot,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Substitute,Farigiraf, Safety Goggles,Armor Tail,Fairy,Psychic,Dazzling Gleam,Calm Mind,Trick Room,Kingambit, Assault Vest,Defiant,Fairy,Sucker Punch,Low Kick,Iron Head,Kowtow Cleave,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel,Sven Kracht ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/109,https://pokepast.es/8f53fdb0f98ac0cf,0,1
special-utrecht,Oficial,Alessio Mannuci,IT,Arcanine-Hisui,Assault Vest,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Tera Blast,Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Grassy Glide,Fake Out,Protect,Regidrago,Draco Plate,Dragon's Maw,Poison,Dragon Energy,Draco Meteor,Earth Power,Protect,Urshifu-Rapid-Strike,Splash Plate,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Gholdengo, Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Thunderbolt,Trick,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Protect,Andres Escobosa ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/113,https://pokepast.es/82c31f805215bb0f,0,1
special-utrecht,Oficial,Piermatteo Gabri,IT,Chien-Pao, Life Orb,Sword of Ruin,Poison,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Stomping Tantrum,U-turn,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Tornadus, Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Taunt,Tailwind,Leer,Flutter Mane, Booster Energy,Protosynthesis,Grass,Energy Ball,Shadow Ball,Dazzling Gleam,Protect,Arcanine-Hisui,Choice Band,Intimidate,Grass,Extreme Speed,Rock Slide,Flare Blitz,Head Smash,Carmine Ragone ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/118,https://pokepast.es/f43c90c91e032e9a,0,1
special-utrecht,Oficial,Alessio Digiovanna,IT,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Arcanine-Hisui,Ability Shield,Intimidate,Normal,Flare Blitz,Rock Slide,Extreme Speed,Protect,Iron Hands, Assault Vest,Quark Drive,Grass,Wild Charge,Drain Punch,Heavy Slam,Fake Out,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Power Gem,Roaring Moon, Booster Energy,Protosynthesis,Poison,Breaking Swipe,Knock Off,Tailwind,Protect,Weezing,Shuca Berry,Neutralizing Gas,Ghost,Gunk Shot,Will-O-Wisp,Taunt,Protect,Alberto Hernandez ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/126,https://pokepast.es/774b19bb457397bf,0,1
special-utrecht,Oficial,Carlos de Miranda,ES,Iron Hands, Assault Vest,Quark Drive,Grass,Fake Out,Wild Charge,Drain Punch,Heavy Slam,Tornadus, Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Taunt,Bleakwind Storm,Amoonguss, Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Tera Blast,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect,Gholdengo, Leftovers,Good as Gold,Dragon,Shadow Ball,Make It Rain,Nasty Plot,Protect,Jannik Koch ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/137,https://pokepast.es/74290fd5b0c19433,0,1
special-utrecht,Oficial,Pau Bragulat,ES,Scream Tail, Booster Energy,Protosynthesis,Dark,Protect,Encore,Disable,Perish Song,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Rillaboom, Assault Vest,Grassy Surge,Fire,Grassy Glide,Fake Out,Wood Hammer,High Horsepower,Raging Bolt,Leftovers,Protosynthesis,Water,Protect,Thunderbolt,Thunderclap,Draco Meteor,Incineroar,Shuca Berry,Intimidate,Water,Fake Out,Knock Off,Flare Blitz,Parting Shot,Gothitelle, Sitrus Berry,Shadow Tag,Fairy,- Psychic Noise,Protect,Fake Out,Heal Pulse,Anthony MAGAIL ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/138,https://pokepast.es/d4d9ac2b4b6c7a9b,0,1
special-utrecht,Oficial,Miquel Faustí Cherta Garrido,BE,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Trick Room,Urshifu, Focus Sash,Unseen Fist,Stellar,Wicked Blow,Close Combat,Sucker Punch,Detect,Incineroar, Figy Berry,Intimidate,Grass,Fake Out,Knock Off,Flare Blitz,Parting Shot,Ogerpon-Wellspring,Teal Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Calm Mind,Dragon Pulse,Protect,Scott Servante ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/140,https://pokepast.es/d40faee86fb5000d,0,1
special-utrecht,Oficial,Stefano Putzu,IT,Iron Hands, Assault Vest,Quark Drive,Grass,Drain Punch,Wild Charge,Ice Punch,Fake Out,Amoonguss, Eject Pack,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Leaf Storm,Chi-Yu, Focus Sash,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Protect,Overheat,Urshifu,Black Glasses,Unseen Fist,Poison,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus, Mental Herb,Prankster,Ghost,Air Slash,Tailwind,Taunt,Sunny Day,Flutter Mane,Pixie Plate,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Lennard Messerschmidt ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/143,https://pokepast.es/59dd76063cc78478,0,1
special-utrecht,Oficial,Hugo Soler,ES,Rillaboom, Assault Vest,Grassy Surge,Ghost,Wood Hammer,Grassy Glide,U-turn,Fake Out,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Protect,Icicle Crash,Sucker Punch,Sacred Sword,Registeel, Leftovers,Clear Body,Dragon,Protect,Heavy Slam,Body Press,Iron Defense,Incineroar, Figy Berry,Intimidate,Poison,Flare Blitz,Knock Off,Parting Shot,Fake Out,Landorus, Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute,Jack Marshall ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/145,https://pokepast.es/c2caac861ac9e1c2,0,1
special-utrecht,Oficial,Peter Gläser,DE,Tornadus, Covert Cloak,Prankster,Flying,Bleakwind Storm,Grass Knot,Tailwind,Taunt,Gholdengo,Metal Coat,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect,Smeargle, Focus Sash,Moody,Ghost,Fake Out,Spore,Follow Me,Wide Guard,Ursaluna-Bloodmoon,Throat Spray,Mind’s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect,Urshifu, Choice Band,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,U-turn,Entei, Assault Vest,Inner Focus,Fairy,Sacred Fire,Extreme Speed,Stomping Tantrum,Tera Blast,Leon Hudert ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/149,https://pokepast.es/2c38d2e3ab1f5354,0,1
special-utrecht,Oficial,Diego Montes,ES,Annihilape, Choice Scarf,Defiant,Ghost,Final Gambit,Rage Fist,Close Combat,Earthquake,Gholdengo, Weakness Policy,Good as Gold,Flying,Protect,Make It Rain,Shadow Ball,Nasty Plot,Iron Treads, Booster Energy,Quark Drive,Ground,Protect,Stomping Tantrum,Iron Head,Bulldoze,Talonflame, Covert Cloak,Gale Wings,Grass,Brave Bird,Will-O-Wisp,Quick Guard,Tailwind,Maushold, Safety Goggles,Friend Guard,Ghost,Protect,Follow Me,Beat Up,U-turn,Iron Bundle, Choice Band,Quark Drive,Ice,Freeze-Dry,Hydro Pump,Icy Wind,Chilling Water,Julen Maeso Calzada ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/151,https://pokepast.es/3c8c61d1b2f16ee0,0,1
special-utrecht,Oficial,Roberto Retico,IT,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Sucker Punch,Sacred Sword,Arcanine-Hisui,Choice Band,Intimidate,Normal,Rock Slide,Flare Blitz,Head Smash,Extreme Speed,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn,Tornadus, Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Taunt,Tailwind,Rain Dance,Gholdengo, Leftovers,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Calvin Riekerk ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/152,https://pokepast.es/d5aea535f787b156,0,1
special-utrecht,Oficial,Raúl Campoy,ES,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Wood Hammer,Spiky Shield,Follow Me,Glimmora, Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Entei, Assault Vest,Inner Focus,Normal,Stomping Tantrum,Snarl,Extreme Speed,Flare Blitz,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Raging Bolt,Safety Goggles,Protosynthesis,Bug,- Thunderclap,Thunderbolt,Draco Meteor,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Niels de Jong ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/160,https://pokepast.es/c967dd825473d4f7,0,1
special-utrecht,Oficial,Lorenzo Allemagna,IT,Sinistcha-Masterpiece,Rocky Helmet,Hospitality,Fairy,- Matcha Gotcha,Strength Sap,Rage Powder,Trick Room,Kingambit,Dread Plate,Defiant,Poison,Sucker Punch,Kowtow Cleave,Swords Dance,Protect,Iron Hands, Assault Vest,Quark Drive,Fire,Wild Charge,Drain Punch,Heavy Slam,Fake Out,Landorus-Therian, Choice Scarf,Intimidate,Flying,Stomping Tantrum,Tera Blast,Rock Slide,U-turn,Volcarona, Leftovers,Flame Body,Grass,Heat Wave,Giga Drain,Quiver Dance,Protect,Iron Bundle, Booster Energy,Quark Drive,Ghost,Hydro Pump,Freeze-Dry,Icy Wind,Taunt,Javier Freire ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/164,https://pokepast.es/f4c9ba5d489dff6c,0,1
special-utrecht,Oficial,Adrian Trejo,ES,Tornadus, Mental Herb,Prankster,Ghost,Rain Dance,Bleakwind Storm,Taunt,Tailwind,Flutter Mane, Booster Energy,Protosynthesis,Grass,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Chi-Yu, Focus Sash,Beads of Ruin,Ghost,Protect,Dark Pulse,Heat Wave,Overheat,Rillaboom, Rocky Helmet,Grassy Surge,Fire,Fake Out,U-turn,Wood Hammer,Stomping Tantrum,Iron Hands, Assault Vest,Quark Drive,Water,Fake Out,Wild Charge,Heavy Slam,Drain Punch,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,U-turn,Surging Strikes,Aqua Jet,Close Combat,Joris Bongers ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/167,https://pokepast.es/87865af19db5ac20,0,1
special-utrecht,Oficial,Nils Schlatter,CH,Indeedee-F, Rocky Helmet,Psychic Surge,Water,Trick Room,Follow Me,Helping Hand,Dazzling Gleam,Ursaluna, Flame Orb,Guts,Ghost,Facade,Headlong Rush,Swords Dance,Protect,Armarouge, Life Orb,Flash Fire,Psychic,Expanding Force,Heat Wave,Protect,Trick Room,Gallade, Clear Amulet,Sharpness,Fire,Psycho Cut,Sacred Sword,Trick Room,Wide Guard,Urshifu, Choice Band,Unseen Fist,Poison,Wicked Blow,Close Combat,U-turn,Taunt,Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Protect,Pascal Hoppenberg ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/169,https://pokepast.es/4d35aaf20d4809dc,0,1
special-utrecht,Oficial,Enrique Schwartz,ES,Tornadus, Safety Goggles,Prankster,Steel,Tailwind,Bleakwind Storm,Taunt,Icy Wind,Chi-Yu, Life Orb,Beads of Ruin,Ghost,Heat Wave,Protect,Overheat,Dark Pulse,Landorus-Therian, Clear Amulet,Intimidate,Flying,U-turn,Tera Blast,Stomping Tantrum,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Dazzling Gleam,Shadow Ball,Iron Hands, Assault Vest,Quark Drive,Water,Fake Out,Heavy Slam,Wild Charge,Drain Punch,Gastrodon, Leftovers,Storm Drain,Poison,Yawn,Ice Beam,Earth Power,Protect,Maarten den Haan ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/182,https://pokepast.es/5c48c9c95c37850a,0,1
special-utrecht,Oficial,Alessandro Mandirola,IT,Urshifu-Rapid-Strike,Splash Plate,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Protect,Iron Crown,Booster Energy,Quark Drive,Psychic,Expanding Force,Tachyon Cutter,Calm Mind,Protect,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect,Tornadus, Focus Sash,Prankster,Dark,Bleakwind Storm,Tailwind,Protect,Rain Dance,Amoonguss, Sitrus Berry,Regenerator,Dragon,Spore,Rage Powder,Pollen Puff,Clear Smog,Bartosz Ekiert ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/194,https://pokepast.es/76d17169f5865e69,0,1
special-utrecht,Oficial,Christian Buttram,US,Farigiraf, Throat Spray,Armor Tail,Fairy,Helping Hand,Hyper Voice,Dazzling Gleam,Trick Room,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Heatran, Assault Vest,Flash Fire,Fairy,Earth Power,Heat Wave,Magma Storm,Flash Cannon,Iron Bundle, Booster Energy,Quark Drive,Ghost,Hydro Pump,Freeze-Dry,Protect,Encore,Rillaboom, Sitrus Berry,Grassy Surge,Fire,Grassy Glide,Drain Punch,Wood Hammer,Fake Out,Landorus, Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Protect,Sludge Bomb,Frank Cordova Centurion ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/200,https://pokepast.es/38ef0fc8377b73dd,0,1
special-utrecht,Oficial,Sandro Presta,IT,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Horn Leech,Ivy Cudgel,Spiky Shield,Incineroar, Sitrus Berry,Intimidate,Grass,Parting Shot,Flare Blitz,Fake Out,Helping Hand,Latias, Rocky Helmet,Levitate,Poison,Tailwind,Mist Ball,Ice Beam,Recover,Registeel, Leftovers,Clear Body,Water,Body Press,Heavy Slam,Iron Defense,Protect,,,,,,,,,,,,,,,,,Forhad Chodhoury ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/209,https://pokepast.es/9f29e02c9876d22d,0,1
special-utrecht,Oficial,Eliott Legroux,FR,Thundurus-Therian, Assault Vest,Volt Absorb,Flying,Thunderbolt,Wildbolt Storm,Snarl,Tera Blast,Gholdengo, Leftovers,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Roaring Moon, Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Knock Off,Tailwind,Protect,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Arcanine-Hisui,Choice Band,Intimidate,Water,Flare Blitz,Rock Slide,Head Smash,Extreme Speed,Juanma Luque ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/211,https://pokepast.es/83a295fb22f2ea4c,0,1
special-utrecht,Oficial,Peter McGuinness,UK,Arcanine, Safety Goggles,Intimidate,Water,Protect,Flare Blitz,Snarl,Will-O-Wisp,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Memento,Shadow Ball,Moonblast,Protect,Tyranitar, Assault Vest,Sand Stream,Flying,Rock Slide,Crunch,Tera Blast,Low Kick,Gallade, Scope Lens,Sharpness,Steel,Sacred Sword,Psycho Cut,Wide Guard,Protect,Great Tusk, Focus Sash,Protosynthesis,Ground,Earthquake,Headlong Rush,Close Combat,Protect,Corviknight, Covert Cloak,Mirror Armor,Dragon,Brave Bird,Iron Head,Tailwind,Protect,Francesco Chirico ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/224,https://pokepast.es/c4452dd4af792641,0,1
special-utrecht,Oficial,Andreas Zahn,DE,Dragonite, Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Stomping Tantrum,Aqua Jet,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Overheat,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Dondozo, Rocky Helmet,Unaware,Dragon,Order Up,Earthquake,Wave Crash,Protect,Tatsugiri, Choice Scarf,Commander,Poison,Muddy Water,Draco Meteor,Icy Wind,Helping Hand,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Icy Wind,Dazzling Gleam,Shadow Ball,Protect,Alex Gómez Berna ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/227,https://pokepast.es/1110ebabb658397d,0,1
special-utrecht,Oficial,Marco Girardi,IT,Landorus-Therian, Choice Scarf,Intimidate,Flying,Stomping Tantrum,Tera Blast,U-turn,Rock Slide,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn,Urshifu-Rapid-Strike, Focus Sash,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Tornadus, Covert Cloak,Prankster,Dragon,Tailwind,Scary Face,Rain Dance,Bleakwind Storm,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Trick Room,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,- Ivy Cudgel,Grassy Glide,Spiky Shield,Swords Dance,Víctor García Quintana ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/230,https://pokepast.es/d25c992da6adf994,0,1
special-utrecht,Oficial,Lee Provost,UK,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Wood Hammer,Ivy Cudgel,Arcanine-Hisui,Ability Shield,Intimidate,Psychic,Will-O-Wisp,Psychic Fangs,Flare Blitz,Rock Slide,Amoonguss, Sitrus Berry,Regenerator,Dragon,Protect,Spore,Rage Powder,Pollen Puff,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Icy Wind,Shadow Ball,Dazzling Gleam,Moonblast,Tornadus, Covert Cloak,Prankster,Fairy,Tailwind,Rain Dance,Scary Face,Bleakwind Storm,Urshifu, Choice Band,Unseen Fist,Poison,Poison Jab,Sucker Punch,Close Combat,Wicked Blow,Elena Scuderi ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/233,https://pokepast.es/cc1be8bd9e9c9bc0,0,1
special-utrecht,Oficial,Enrico Sbuttoni,IT,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect,Tornadus, Sitrus Berry,Prankster,Poison,Bleakwind Storm,Tailwind,Taunt,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Extreme Speed,Flare Blitz,Tera Blast,Iron Hands, Assault Vest,Quark Drive,Grass,Wild Charge,Fake Out,Heavy Slam,Drain Punch,Matteo Simonetti ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/242,https://pokepast.es/ec972bcf2075ef27,0,1
special-utrecht,Oficial,Christian Pontrelli,IT,Gholdengo, Leftovers,Good as Gold,Dragon,Make It Rain,Nasty Plot,Shadow Ball,Protect,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Protect,Close Combat,Tornadus, Rocky Helmet,Prankster,Steel,Rain Dance,Protect,Bleakwind Storm,Tailwind,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Extreme Speed,Flare Blitz,Head Smash,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect,Iron Hands, Assault Vest,Quark Drive,Water,Fake Out,Drain Punch,Volt Switch,Wild Charge,Dezz Nytes ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/252,https://pokepast.es/48b74bf98a4d70e4,0,1
special-utrecht,Oficial,Marcel Matzen,DE,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Entei, Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Tera Blast,Tornadus, Mental Herb,Prankster,Grass,Bleakwind Storm,Grass Knot,Tailwind,Protect,Gholdengo,Metal Coat,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect,Urshifu, Choice Scarf,Unseen Fist,Ghost,Wicked Blow,Sucker Punch,Close Combat,U-turn,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Malte Rogoll ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/261,https://pokepast.es/4f698b3c27cde7a7,0,1
special-utrecht,Oficial,Andrea Stefanczyk,IT,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Iron Head,Sucker Punch,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Heat Crash,Howl,Burning Bulwark,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Jesse van den Kerkhof ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/263,https://pokepast.es/ec50aa5d1af0a8e2,0,1
