Pokemon_1,Objeto_1,Habilidad_1,Teratipo_1,Mov1_1,Mov2_1,Mov3_1,Mov4_1,Pokemon_2,Objeto_2,Habilidad_2,Teratipo_2,Mov1_2,Mov2_2,Mov3_2,Mov4_2,Pokemon_3,Objeto_3,Habilidad_3,Teratipo_3,Mov1_3,Mov2_3,Mov3_3,Mov4_3,Pokemon_4,Objeto_4,Habilidad_4,Teratipo_4,Mov1_4,Mov2_4,Mov3_4,Mov4_4,Pokemon_5,Objeto_5,Habilidad_5,Teratipo_5,Mov1_5,Mov2_5,Mov3_5,Mov4_5,Pokemon_6,Objeto_6,Habilidad_6,Teratipo_6,Mov1_6,Mov2_6,Mov3_6,Mov4_6
Weezing-Galar,Sitrus Berry,Neutralizing Gas,Ghost,Strange Steam,Will-O-Wisp,Taunt,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Farigiraf,Throat Spray,Armor Tail,Fire,Hyper Voice,Psychic Noise,Trick Room,Protect,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Latios,Soul Dew,Levitate,Steel,Luster Purge,Draco Meteor,Tailwind,Protect,Incineroar,Ability Shield,Intimidate,Grass,Fake Out,Throat Chop,Flare Blitz,Parting Shot
Venusaur,Covert Cloak,Chlorophyll,Fire,Sludge Bomb,Energy Ball,Earth Power,Sleep Powder,Walking Wake,Life Orb,Protosynthesis,Fire,Protect,Hydro Steam,Draco Meteor,Flamethrower,Grimmsnarl,Light Clay,Prankster,Ghost,Spirit Break,Light Screen,Reflect,Parting Shot,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Taunt,Thundurus,Rocky Helmet,Prankster,Dark,Wildbolt Storm,Eerie Impulse,Scary Face,Sunny Day,Torkoal,Charcoal,Drought,Fire,Protect,Heat Wave,Eruption,Earth Power
Chandelure,Focus Sash,Flash Fire,Dark,Shadow Ball,Heat Wave,Trick Room,Imprison,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Urshifu,Choice Band,Unseen Fist,Poison,Wicked Blow,Close Combat,Sucker Punch,Poison Jab,Raging Bolt,Assault Vest,Protosynthesis,Electric,Electroweb,Thunderclap,Draco Meteor,Thunderbolt,Corviknight,Rocky Helmet,Mirror Armor,Fire,Brave Bird,Iron Head,Tailwind,Roost,Gastrodon,Life Orb,Storm Drain,Poison,Muddy Water,Earth Power,Sludge Bomb,Protect
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me,Gholdengo,Leftovers,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Detect,Sucker Punch,Farigiraf,Throat Spray,Armor Tail,Fairy,Psyshock,Hyper Voice,Trick Room,Protect,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Pollen Puff,Protect,Rage Powder
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Incineroar,Assault Vest,Intimidate,Fairy,Flare Blitz,Snarl,U-turn,Fake Out,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Draco Meteor,Earth Power,Protect,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Icy Wind,Protect,Gholdengo,Metal Coat,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect,Scream Tail,Booster Energy,Protosynthesis,Ghost,Dazzling Gleam,Encore,Disable,Protect
Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Electroweb,Thunderclap,Dragon Pulse,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Parting Shot,Will-O-Wisp,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect
Iron Boulder,Choice Band,Quark Drive,Rock,Mighty Cleave,Close Combat,Psycho Cut,Earthquake,Gholdengo,Sitrus Berry,Good as Gold,Dragon,Make It Rain,Protect,Shadow Ball,Nasty Plot,Grimmsnarl,Light Clay,Prankster,Grass,Spirit Break,Reflect,Light Screen,Thunder Wave,Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Protect,Tailwind,Okidogi,Assault Vest,Guard Dog,Water,Gunk Shot,Drain Punch,High Horsepower,Upper Hand,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Swords Dance
Smeargle,Eject Pack,Moody,Grass,Follow Me,Spore,Fake Out,Wide Guard,Hatterene,Room Service,Magic Bounce,Psychic,Trick Room,Psychic,Dazzling Gleam,Expanding Force,Indeedee-F,Focus Sash,Psychic Surge,Fairy,Follow Me,Helping Hand,Dazzling Gleam,Trick Room,Torkoal,Choice Specs,Drought,Fire,Weather Ball,Earth Power,Heat Wave,Eruption,Ursaluna,Flame Orb,Guts,Normal,Protect,Shadow Claw,Facade,Headlong Rush,Farigiraf,Sitrus Berry,Armor Tail,Fire,Helping Hand,Dazzling Gleam,Trick Room,Psychic
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect
Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Ice Shard,Ice Spinner,Protect,Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Pollen Puff,Spore,Rage Powder,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Tailwind,Helping Hand,Wide Guard,Flutter Mane,Choice Specs,Protosynthesis,Grass,Dazzling Gleam,Shadow Ball,Energy Ball,Moonblast,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,U-turn,Close Combat,Ice Spinner,Archaludon,Assault Vest,Stamina,Fairy,Flash Cannon,Dragon Pulse,Body Press,Electro Shot
Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Swords Dance,Ivy Cudgel,Grassy Glide,Spiky Shield,Raging Bolt,Leftovers,Protosynthesis,Fairy,Calm Mind,Dragon Pulse,Thunderclap,Protect,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn,Flutter Mane,Choice Specs,Protosynthesis,Grass,Dazzling Gleam,Moonblast,Power Gem,Shadow Ball,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
Raikou,Assault Vest,Inner Focus,Fairy,Electroweb,Thunderbolt,Tera Blast,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Arcanine-Hisui,Rocky Helmet,Rock Head,Ghost,Flare Blitz,Rock Slide,Head Smash,Extreme Speed,Landorus-Therian,Life Orb,Intimidate,Poison,Earthquake,Sludge Bomb,Substitute,Protect,Ninetales-Alola,Light Clay,Snow Warning,Fire,Blizzard,Aurora Veil,Moonblast,Helping Hand,Articuno,Choice Specs,Snow Cloak,Ice,Blizzard,Ice Beam,Freeze-Dry,Sheer Cold
Arcanine-Hisui,Choice Band,Intimidate,Ghost,Extreme Speed,Rock Slide,Flare Blitz,Head Smash,Ninetales-Alola,Light Clay,Snow Warning,Fire,Blizzard,Helping Hand,Aurora Veil,Moonblast,Articuno,Choice Specs,Snow Cloak,Ice,Freeze-Dry,Air Slash,Blizzard,Sheer Cold,Archaludon,Assault Vest,Stamina,Fairy,Dragon Pulse,Flash Cannon,Body Press,Snarl,Great Tusk,Choice Scarf,Protosynthesis,Ground,Headlong Rush,Ice Spinner,Earthquake,Close Combat,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Helping Hand,Follow Me,Trick Room,Dazzling Gleam,Iron Crown,Life Orb,Quark Drive,Water,Tachyon Cutter,Protect,Expanding Force,Tera Blast,Flutter Mane,Booster Energy,Protosynthesis,Grass,Shadow Ball,Moonblast,Calm Mind,Protect,Whimsicott,Covert Cloak,Prankster,Grass,Fake Tears,Charm,Sunny Day,Tailwind
Corviknight,Safety Goggles,Mirror Armor,Fire,Roost,Body Press,Bulk Up,Iron Head,Whimsicott,Covert Cloak,Prankster,Dark,Beat Up,Tailwind,Sunny Day,Tickle,Terrakion,Clear Amulet,Justified,Grass,Rock Slide,Close Combat,Tera Blast,Protect,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Thunderbolt,Protect,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Sludge Bomb,Spore,Rage Powder,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Howl,Burning Bulwark,Flare Blitz
Grimmsnarl,Light Clay,Prankster,Ghost,Light Screen,Reflect,Spirit Break,Thunder Wave,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Snarl,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Sunny Day,Follow Me,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Icy Wind,Moonblast,Dazzling Gleam,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Electroweb,Snarl,Protect,Landorus-Therian,Clear Amulet,Intimidate,Steel,Rock Slide,Stomping Tantrum,Taunt,Protect
Ursaluna-Bloodmoon,Covert Cloak,Mind’s Eye,Normal,Blood Moon,Earth Power,Snarl,Calm Mind,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Play Rough,Spiky Shield,Horn Leech,Iron Hands,Assault Vest,Quark Drive,Stellar,Fake Out,Drain Punch,Heavy Slam,Wild Charge,Amoonguss,Black Sludge,Regenerator,Ground,Protect,Pollen Puff,Spore,Rage Powder,Flutter Mane,Sitrus Berry,Protosynthesis,Fairy,Protect,Shadow Ball,Dazzling Gleam,Trick Room,Gouging Fire,Clear Amulet,Protosynthesis,Grass,Burning Bulwark,Breaking Swipe,Flare Blitz,Howl
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Kingambit,Assault Vest,Defiant,Fire,Iron Head,Kowtow Cleave,Tera Blast,Sucker Punch,Dragonite,Choice Band,Inner Focus,Normal,Rock Slide,Extreme Speed,Aerial Ace,Outrage,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Helping Hand,Imprison,Trick Room,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sacred Sword,Sucker Punch,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Taunt,Shadow Ball,Protect,Moonblast
Kommo-o,Leftovers,Soundproof,Steel,Protect,Body Press,Iron Head,Iron Defense,Gothitelle,Sitrus Berry,Shadow Tag,Fairy,Protect,Psychic,Fake Out,Heal Pulse,Incineroar,Assault Vest,Intimidate,Ghost,Flare Blitz,Snarl,Fake Out,U-turn,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Gholdengo,Metal Coat,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Scream Tail,Booster Energy,Protosynthesis,Dark,Protect,Dazzling Gleam,Perish Song,Disable
Incineroar,Passho Berry,Intimidate,Dark,Knock Off,Flare Blitz,Parting Shot,Fake Out,Farigiraf,Mental Herb,Armor Tail,Fairy,Psychic Noise,Helping Hand,Dazzling Gleam,Trick Room,Exeggutor-Alola,Sitrus Berry,Harvest,Fairy,Sunny Day,Dragon Pulse,Energy Ball,Trick Room,Chi-Yu,Choice Specs,Beads of Ruin,Fire,Heat Wave,Dark Pulse,Overheat,Snarl,Urshifu-Rapid-Strike,Choice Band,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Aqua Jet,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderbolt,Volt Switch,Protect,Draco Meteor
Incineroar,Safety Goggles,Intimidate,Ghost,Protect,Flare Blitz,Fake Out,Parting Shot,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Fairy,Blood Moon,Hyper Voice,Earth Power,Protect,Urshifu,Choice Scarf,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Poison Jab,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Trick Room,Helping Hand,Hyper Voice,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Spiky Shield,Swords Dance
Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Ice Spinner,U-turn,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
Girafarig,Eviolite,Sap Sipper,Dark,Psychic,Trick Room,Ally Switch,Beat Up,Basculegion,Leftovers,Adaptability,Water,Aqua Jet,Wave Crash,Protect,Last Respects,Dudunsparce,Weakness Policy,Rattled,Psychic,Boomburst,Roost,Tailwind,Stored Power,Sinistcha-Masterpiece,Life Orb,Hospitality,Fire,Matcha Gotcha,Shadow Ball,Strength Sap,Life Dew,Ursaluna,Flame Orb,Guts,Fairy,Drain Punch,Rock Slide,Play Rough,Earthquake,Annihilape,Chesto Berry,Defiant,Fighting,Rage Fist,Bulk Up,Drain Punch,Rest
Gholdengo,Leftovers,Good as Gold,Fairy,Protect,Nasty Plot,Shadow Ball,Make It Rain,Regieleki,Life Orb,Transistor,Normal,Electroweb,Explosion,Wild Charge,Protect,Rillaboom,Miracle Seed,Grassy Surge,Fire,Protect,Grassy Glide,Swords Dance,Wood Hammer,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Crunch,Sacred Sword,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Dragonite,Life Orb,Inner Focus,Fire,Extreme Speed,Aerial Ace,Dragon Rush,Tera Blast,Corviknight,Rocky Helmet,Mirror Armor,Dark,Bulk Up,Roost,Power Trip,Brave Bird,Ninetales-Alola,Focus Sash,Snow Warning,Dark,Aurora Veil,Blizzard,Dark Pulse,Moonblast,Iron Hands,Booster Energy,Quark Drive,Ground,Wild Charge,Earthquake,Drain Punch,Iron Head,Glimmora,Assault Vest,Toxic Debris,Grass,Mortal Spin,Power Gem,Energy Ball,Sludge Bomb,Articuno,Choice Specs,Snow Cloak,Ice,Freeze-Dry,Hurricane,Blizzard,Ice Beam
Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Helping Hand,Iron Hands,Sitrus Berry,Quark Drive,Grass,Drain Punch,Ice Punch,Belly Drum,Detect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Cresselia,Safety Goggles,Levitate,Fairy,Trick Room,Psych Up,Lunar Blessing,Psycho Cut,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Alluring Voice,Helping Hand,Trick Room
Corviknight,Rocky Helmet,Mirror Armor,Steel,Body Press,Tailwind,Iron Head,Brave Bird,Tyranitar,Assault Vest,Sand Stream,Grass,Rock Slide,Ice Punch,Stomping Tantrum,Tera Blast,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Bulldoze,Extreme Speed,Rock Slide,Tinkaton,Sitrus Berry,Mold Breaker,Steel,Protect,Play Rough,Gigaton Hammer,Fake Out,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech,Glimmora,Power Herb,Toxic Debris,Grass,Power Gem,Meteor Beam,Spiky Shield,Sludge Wave
Landorus,Life Orb,Sheer Force,Poison,Earth Power,Protect,Substitute,Sludge Bomb,Ursaluna,Flame Orb,Guts,Fairy,Ice Punch,Protect,Facade,Earthquake,Iron Hands,Assault Vest,Quark Drive,Dragon,Fake Out,Wild Charge,Drain Punch,Ice Punch,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Icy Wind,Moonblast,Protect,Fake Tears,Porygon2,Eviolite,Trace,Flying,Recover,Trick Room,Ice Beam,Eerie Impulse,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Protect,Sludge Bomb
Farigiraf,Throat Spray,Armor Tail,Fairy,Trick Room,Helping Hand,Psychic,Hyper Voice,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Shadow Ball,Calm Mind,Moonblast,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off
Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Pollen Puff,Spore,Rage Powder,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Ice Shard,Icicle Crash,Protect,Flutter Mane,Choice Specs,Protosynthesis,Grass,Dazzling Gleam,Shadow Ball,Moonblast,Energy Ball,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,U-turn,Close Combat,Ice Spinner,Archaludon,Assault Vest,Stamina,Grass,Dragon Pulse,Flash Cannon,Body Press,Electro Shot,Pelipper,Focus Sash,Drizzle,Ground,Hurricane,Tailwind,Helping Hand,Wide Guard
Zapdos-Galar,Psychic Seed,Defiant,Flying,Thunderous Kick,Acrobatics,Tailwind,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Psychic,Helping Hand,Follow Me,Trick Room,Ting-Lu,Assault Vest,Vessel of Ruin,Poison,Ruination,Snarl,Stomping Tantrum,Heavy Slam,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Focus Blast,Protect,Flutter Mane,Fairy Feather,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect
Milotic,Leftovers,Competitive,Fairy,Scald,Ice Beam,Draining Kiss,Haze,Farigiraf,Rocky Helmet,Armor Tail,Psychic,Psychic Noise,Psychic Fangs,Helping Hand,Trick Room,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Thunderbolt,Protect,Incineroar,Assault Vest,Intimidate,Dragon,Fake Out,Knock Off,Flare Blitz,Leech Life,Tornadus,Focus Sash,Prankster,Ghost,Bleakwind Storm,Rain Dance,Taunt,Tailwind,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
Tornadus,Covert Cloak,Prankster,Dragon,Bleakwind Storm,Rain Dance,Taunt,Protect,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,Rillaboom,Assault Vest,Grassy Surge,Grass,High Horsepower,Wood Hammer,U-turn,Fake Out,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect,Archaludon,Leftovers,Stamina,Steel,Flash Cannon,Electro Shot,Body Press,Dragon Cheer,Kingdra,Scope Lens,Swift Swim,Water,Draco Meteor,Scald,Focus Energy,Protect
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Ice Spinner,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Snarl,Parting Shot,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Trick Room,Protect,Amoonguss,Sitrus Berry,Regenerator,Fire,Spore,Rage Powder,Pollen Puff,Sludge Bomb,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Taunt,Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Calm Mind,Shadow Ball,Protect
Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Calm Mind,Dragon Pulse,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Kingambit,Safety Goggles,Defiant,Dragon,Kowtow Cleave,Iron Head,Sucker Punch,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,U-turn,Fake Out,Wood Hammer,Arcanine-Hisui,Choice Band,Intimidate,Ghost,Rock Slide,Extreme Speed,Flare Blitz,Head Smash,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
Primarina,Throat Spray,Liquid Voice,Steel,Hyper Voice,Moonblast,Protect,Ice Beam,Farigiraf,Leftovers,Armor Tail,Psychic,Trick Room,Helping Hand,Iron Head,Psychic Fangs,Entei,Assault Vest,Inner Focus,Stellar,Sacred Fire,Stomping Tantrum,Snarl,Extreme Speed,Rillaboom,Focus Sash,Grassy Surge,Grass,Fake Out,Grassy Glide,U-turn,Wood Hammer,Latias,Rocky Helmet,Levitate,Ice,Tailwind,Mist Ball,Draco Meteor,Icy Wind,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
Iron Crown,Booster Energy,Quark Drive,Water,Protect,Expanding Force,Tachyon Cutter,Tera Blast,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Tornadus,Covert Cloak,Prankster,Steel,Rain Dance,Tailwind,Bleakwind Storm,Icy Wind,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Ice Spinner
Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Flare Blitz,Fake Out,Parting Shot,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Trick Room,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,High Horsepower,Wood Hammer,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Detect,Close Combat,Sucker Punch,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Howl,Heat Crash,Burning Bulwark
Zapdos-Galar,Covert Cloak,Defiant,Steel,Brave Bird,Close Combat,Tailwind,Detect,Gouging Fire,Booster Energy,Protosynthesis,Water,Heat Crash,Breaking Swipe,Snarl,Burning Bulwark,Gholdengo,Life Orb,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Stomping Tantrum,Wood Hammer,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Earth Power,Tera Blast,Protect
Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Suicune,Sitrus Berry,Inner Focus,Grass,Scald,Ice Beam,Snarl,Tailwind,Goodra-Hisui,Leftovers,Shell Armor,Fairy,Protect,Shelter,Body Press,Heavy Slam,Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Calm Mind,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Glimmora,Power Herb,Toxic Debris,Grass,Spiky Shield,Meteor Beam,Sludge Bomb,Earth Power
Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Earth Power,Hyper Voice,Protect,Blood Moon,Iron Hands,Clear Amulet,Quark Drive,Fire,Close Combat,Heavy Slam,Fake Out,Wild Charge,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Bleakwind Storm,Sunny Day,Taunt,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Follow Me,Wood Hammer,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Draining Kiss,Shadow Ball,Farigiraf,Sitrus Berry,Armor Tail,Fire,Helping Hand,Dazzling Gleam,Trick Room,Psychic Noise
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Draco Meteor,Snarl,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Heat Crash,Burning Bulwark,Howl,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Taunt,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
