"Pokémon","Objeto","Habilidad","Teratipo","Torneo","Nombre","cluster","Movimiento"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Taunt"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Protect"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Stomping Tantrum"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Fake Out"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Close Combat"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Wild Charge"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Protect"
"Smeargle","Focus Sash","Technician","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Fake Out"
"Smeargle","Focus Sash","Technician","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Spore"
"Smeargle","Focus Sash","Technician","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Follow Me"
"Smeargle","Focus Sash","Technician","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Endeavor"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Icy Wind"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Tailwind"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Protect"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Protect"
"Flutter Mane","Booster Energy","Protosynthesis","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Moonblast"
"Flutter Mane","Booster Energy","Protosynthesis","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Shadow Ball"
"Flutter Mane","Booster Energy","Protosynthesis","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Dazzling Gleam"
"Flutter Mane","Booster Energy","Protosynthesis","Grass","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Protect"
"Urshifu","Choice Band","Unseen Fist","Poison","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Wicked Blow"
"Urshifu","Choice Band","Unseen Fist","Poison","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Close Combat"
"Urshifu","Choice Band","Unseen Fist","Poison","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Sucker Punch"
"Urshifu","Choice Band","Unseen Fist","Poison","regional-liverpool","Patrick Dawson","Turbo BloodMoon","U-turn"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Psyshock"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Trick Room"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Patrick Dawson","Turbo BloodMoon","Helping Hand"
"Tornadus","Rocky Helmet","Prankster","Steel","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Rocky Helmet","Prankster","Steel","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Protect"
"Tornadus","Rocky Helmet","Prankster","Steel","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Tailwind"
"Tornadus","Rocky Helmet","Prankster","Steel","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Taunt"
"Iron Hands","Clear Amulet","Quark Drive","Grass","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Close Combat"
"Iron Hands","Clear Amulet","Quark Drive","Grass","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Grass","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Fake Out"
"Iron Hands","Clear Amulet","Quark Drive","Grass","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Wild Charge"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Protect"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Detect"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Helping Hand"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Trick Room"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Dazzling Gleam"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Follow Me"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","special-utrecht","Riccardo Stellini","Turbo BloodMoon","Spiky Shield"
"Smeargle","Focus Sash","Own Tempo","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Spore"
"Smeargle","Focus Sash","Own Tempo","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Follow Me"
"Smeargle","Focus Sash","Own Tempo","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Fake Out"
"Smeargle","Focus Sash","Own Tempo","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Decorate"
"Farigiraf","Safety Goggles","Armor Tail","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Hyper Voice"
"Farigiraf","Safety Goggles","Armor Tail","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Psyshock"
"Farigiraf","Safety Goggles","Armor Tail","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Helping Hand"
"Farigiraf","Safety Goggles","Armor Tail","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Trick Room"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Grass","regional-portland","Ryan Hebert","Turbo BloodMoon","Protect"
"Urshifu","Choice Band","Unseen Fist","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Wicked Blow"
"Urshifu","Choice Band","Unseen Fist","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Close Combat"
"Urshifu","Choice Band","Unseen Fist","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Iron Head"
"Urshifu","Choice Band","Unseen Fist","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Sucker Punch"
"Whimsicott","Covert Cloak","Prankster","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Moonblast"
"Whimsicott","Covert Cloak","Prankster","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Tailwind"
"Whimsicott","Covert Cloak","Prankster","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Taunt"
"Whimsicott","Covert Cloak","Prankster","Fire","regional-portland","Ryan Hebert","Turbo BloodMoon","Encore"
"Chi-Yu","Choice Specs","Beads of Ruin","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Heat Wave"
"Chi-Yu","Choice Specs","Beads of Ruin","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Dark Pulse"
"Chi-Yu","Choice Specs","Beads of Ruin","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Snarl"
"Chi-Yu","Choice Specs","Beads of Ruin","Ghost","regional-portland","Ryan Hebert","Turbo BloodMoon","Overheat"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Helping Hand"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Trick Room"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Follow Me"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Spiky Shield"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind’s Eye","Normal","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Protect"
"Tornadus","Covert Cloak","Prankster","Steel","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Steel","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Tailwind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Icy Wind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Protect"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Close Combat"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Wild Charge"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Fake Out"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Sam Plassgård","Turbo BloodMoon","Detect"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Protect"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Earth Power"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Thunderbolt"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Hyper Voice"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Helping Hand"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Trick Room"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Spiky Shield"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Follow Me"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Protect"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Heat Wave"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Dark Pulse"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Overheat"
"Iron Bundle","Booster Energy","Quark Drive","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Protect"
"Iron Bundle","Booster Energy","Quark Drive","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Freeze-Dry"
"Iron Bundle","Booster Energy","Quark Drive","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Icy Wind"
"Iron Bundle","Booster Energy","Quark Drive","Ghost","regional-charlotte","Tianshu Ren","Turbo BloodMoon","Hydro Pump"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Stomping Tantrum"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Wood Hammer"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Protect"
"Iron Hands","Clear Amulet","Quark Drive","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Fake Out"
"Iron Hands","Clear Amulet","Quark Drive","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Wild Charge"
"Iron Hands","Clear Amulet","Quark Drive","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Stellar","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Stellar","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Stellar","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Stellar","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Protect"
"Farigiraf","Mental Herb","Armor Tail","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Psychic"
"Farigiraf","Mental Herb","Armor Tail","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Trick Room"
"Farigiraf","Mental Herb","Armor Tail","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Mental Herb","Armor Tail","Fire","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Helping Hand"
"Tornadus","Rocky Helmet","Prankster","Steel","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Protect"
"Tornadus","Rocky Helmet","Prankster","Steel","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Rocky Helmet","Prankster","Steel","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Tailwind"
"Tornadus","Rocky Helmet","Prankster","Steel","SpearPillar S/V Cart Tour #18","hoej","Turbo BloodMoon","Taunt"
"Iron Hands","Clear Amulet","Quark Drive","Fighting","Pokemon Day Week x Nino FF #84","pendoracs1","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Fighting","Pokemon Day Week x Nino FF #84","pendoracs1","Turbo BloodMoon","Fake Out"
"Iron Hands","Clear Amulet","Quark Drive","Fighting","Pokemon Day Week x Nino FF #84","pendoracs1","Turbo BloodMoon","Drain Punch"
"Iron Hands","Clear Amulet","Quark Drive","Fighting","Pokemon Day Week x Nino FF #84","pendoracs1","Turbo BloodMoon","Wild Charge"
"Urshifu","Focus Sash","Unseen Fist","Dark","Pokemon Day Week x Nino FF #84","pendoracs1","Turbo BloodMoon","Wicked Blow"
